access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_network_ids,federal_agency
private,,,,2020-01-27,,ELEC,Private,73089,,,E,GE WattStation Cary #2,855-443-3873,2020-01-27T10:57:58Z,,GPS,35.827017,-78.7963271,Cary,,,NC,3000  Centregreen Way,27513,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,,,{'station': ['180697G01001030000']},
public,24 hours daily,,,2020-01-27,,ELEC,Public,73253,,,E,HIGHWOODS,888-758-4389,2020-01-27T10:14:46Z,,200-9,35.821872,-78.609234,Raleigh,"TOWER II EV 1; Near elevator on 1st Level of Parking Deck
TOWER II EV 2; Near elevator on 1st Level of Parking Deck",,NC,3201 Beechleaf Ct,27604,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $5 per additional hour",,"{'posts': ['1:133021', '1:135707'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,73254,,,E,HIGHWOODS,888-758-4389,2020-01-27T10:14:46Z,,200-9,35.820618,-78.608445,Raleigh,"TOWER I EV 1; Near elevator on 1st Level of Parking Deck
TOWER I EV 2; Near elevator on 1st Level of Parking Deck",,NC,3200 Beechleaf Ct,27604,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $5 per additional hour",,"{'posts': ['1:133479', '1:136085'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,73277,,,E,UNC,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.9025714,-79.0477124,Chapel Hill,"CRAIGE DECK; UNC permit required, SW corner of 5th level ",,NC,290-296 Manning Dr,27514,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$0.75 per hour,,"{'posts': ['1:124495'], 'ports': ['1', '2']}",
public,24 hours daily,,,2019-10-04,,ELEC,Public,73468,2016-01-01,P,E,Piedmont Triad International Airport,336-665-5631,2020-01-21T18:34:38Z,AIRPORT,GPS,36.105313,-79.938316,Greensboro,,,NC,1000 A Ted Johnson Pkwy,27409,US,['J1772'],,4.0,,Non-Networked,,,Free,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,73502,,,E,"CHARLOTTE, NC",888-758-4389,2020-01-27T10:14:46Z,,200-9,35.413668,-80.857576,Huntersville,"HUNTERSVILLE 01
HUNTERSVILLE 02",,NC,10300 Compass St,28078,US,['J1772'],,,3.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:124391', '1:145279'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,73525,,,E,"CHARLOTTE, NC",888-758-4389,2020-01-27T10:14:46Z,,GPS,35.2153857,-80.8537544,Charlotte,SOUTHEND 02; -,,NC,1428 South Blvd,28203,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:136493'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,73527,,,E,"CHARLOTTE, NC",888-758-4389,2020-01-27T10:14:46Z,,GPS,35.2153374,-80.8539177,Charlotte,SOUTHEND 01,,NC,1424-1436 South Blvd,28203,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:124357'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,74559,,,E,HALIFAXCNTYCVB,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.4269817,-77.6313574,Roanoke Rapids,STATION 01,,NC,260 Premier Blvd,27870,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:145753'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,74910,,,E,HAVANA PHIL'S,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.090729,-79.811402,Greensboro,CIGAR COMPANY,,NC,1628 Battleground Ave,27408,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:125133'], 'ports': ['1']}",
public,8am-5pm M-F,,,2019-10-04,,ELEC,Public,75480,2015-01-01,LG,E,Rider Transit System,704-920-5431,2020-01-21T18:34:38Z,PARKING_LOT,200-8,35.442484,-80.609688,Concord,,,NC,3600 S Ridge Ave,28027,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,75481,2015-01-15,LG,E,City of Concord - Parking Deck,704-920-5431,2020-01-21T18:34:38Z,MUNI_GOV,200-8,35.409825,-80.582282,Concord,,,NC,35 Cabarrus Ave W,28026,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,75527,,,E,BEMC,888-758-4389,2020-01-27T10:14:46Z,,GPS,33.8882577,-78.4328091,Ocean Isle Beach,OIB; ON THE BEACH FRONT,,NC,44 E 1st St,28469,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,$7.5 per session,,"{'posts': ['1:117111'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,75683,,,E,DC SOLAR,888-758-4389,2020-01-27T10:14:46Z,,200-9,35.348241,-80.685873,Concord,"SCT20HEV-165306; -
SCT20HEV-165318; -",,NC,4741 Morehead Rd,28027,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:142117', '1:142381'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,75971,,,E,DC SOLAR,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.3462838,-80.682291,Concord,SCT20HEV-168635; -,,NC,5105 Morehead Rd,28027,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:142379'], 'ports': ['1', '2']}",
public,24 hours daily,CALL,,2019-10-04,,ELEC,Public - Call ahead,76426,2016-06-01,P,E,Sweet Retreat Orchard,919-973-5536,2020-01-21T18:34:38Z,OTHER,GPS,36.103194,-79.134278,Hillsborough,,,NC,2925 Frank Perry Rd,27278,US,['J1772'],,,1.0,Non-Networked,,,Free,SOLAR,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,76525,,,E,SOLIS DILWORTH,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.2084586,-80.8401334,Charlotte,EV 1,,NC,1010 Kenilworth Ave,28204,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:143371'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,76532,,,E,HALIFAXCNTYCVB,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.3988611,-77.6408461,Roanoke Rapids,HGI STATION 01; Near by I-95,,NC,111 Carolina Crossroads Pkwy,27870,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:152231'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,76533,,,E,HALIFAXCNTYCVB,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.4327131,-77.6307859,Roanoke Rapids,HAMPTON INN 01; Near Cracker Barrel,,NC,85 Hampton Blvd,27870,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:151887'], 'ports': ['1', '2']}",
private,Durham County fleet use only,,,2019-10-04,,ELEC,Private,76736,2014-08-01,LG,E,City of Durham - General Services,,2020-01-21T18:34:38Z,MUNI_GOV,GPS,36.007,-78.87,Durham,,,NC,2011 Fay St,27704,US,['J1772'],,,2.0,Non-Networked,,,,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,76881,2014-08-01,P,E,Caromont Regional Medical Center,704-834-2000,2020-01-21T18:34:38Z,HOSPITAL,200-8,35.274593,-81.143023,Gastonia,Located in the visitor parking garage,,NC,2525 Court Dr,28054,US,['CHADEMO'],1.0,,,Non-Networked,,,Free,,,
private,24 hours daily; maximum session time of 4 hours from 8am-4pm daily; for SACE members only,,,2019-11-08,,ELEC,Private,76914,2015-03-01,P,E,Southern Alliance for Clean Energy,828-254-6776,2020-01-21T18:34:38Z,OFFICE_BLDG,200-9,35.601009,-82.548012,Asheville,,,NC,46 Orchard St,28801,US,['J1772'],,,1.0,Non-Networked,,,Drivers must make minimum $50 membership donation annually to SACE to have access to charger,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,76930,,,E,BEMC,888-758-4389,2020-01-27T10:14:46Z,,GPS,33.9143471,-78.2673137,Holden Beach,HOLDEN BEACH; Across from Mermaids restaurant ,,NC,101-109 Jordan Blvd,28462,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,$7.5 per session,,"{'posts': ['1:154369'], 'ports': ['1']}",
private,24 hours daily,,,2019-10-04,,ELEC,Private,77396,2015-07-01,SG,E,Appalachian State University - Legends Parking Lot,828-262-3032,2020-01-21T18:34:38Z,COLLEGE_CAMPUS,GPS,36.214982,-81.675345,Boone,Between the Hardin St/Howard St intersection and the Hardin St/Locust St intersection,,NC,190 Hardin St,28608,US,['J1772'],,,2.0,Non-Networked,,,,SOLAR,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,78302,,,E,"CHARLOTTE, NC",888-758-4389,2020-01-27T10:14:46Z,,GPS,35.2279466,-80.8431837,Charlotte,N TRYON ST 2; -,,NC,101 N Tryon St,28246,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:159105'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,78303,,,E,"CHARLOTTE, NC",888-758-4389,2020-01-27T10:14:46Z,,200-9,35.224011,-80.8476468,Charlotte,S TRYON ST 1; -,,NC,501 S Tryon St,28202,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:159119'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,78305,,,E,"CHARLOTTE, NC",888-758-4389,2020-01-27T10:14:46Z,,200-9,35.106997,-80.882752,Charlotte,"CATS I-485 1; -
CATS I-485 2; -
CATS I-485 4; 1st floor of parking deck",,NC,9512 South Blvd,28273,US,['J1772'],,,5.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:153657', '1:155497', '1:160405'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,78355,,,E,"CHARLOTTE, NC",888-758-4389,2020-01-27T10:14:46Z,,GPS,35.2244982,-80.8376233,Charlotte,CMPD STAT1; Level 3 of Employee Parking deck ,,NC,600-698 East 5th Street,28202,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:155469'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,78873,,,E,BERNCHARGE,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.8968866,-81.5583208,Lenoir,BERNHARDT EVSE; Chargin station is located near the front entrance.  Please come in and ask for a ChargePoint card if you do not already have an account.,,NC,1839 Morganton Blvd SW,28645,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:157987'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,78877,,,E,DC SOLAR,888-758-4389,2020-01-27T10:14:46Z,,200-8,35.352083,-80.688916,Concord,"SCT20HEV-162442; -
SCT20HEV-162445; -",,NC,5650 Sandusky Blvd,28027,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:142195', '1:142265'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,79380,,,E,AVL TECH PARK,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.6397768,-82.5758488,Asheville,EV CHARGER 01; AVL Technologies Corp Office. Employee Use Only during business hours. Available to the public during non-business hours.,,NC,15 N Merrimon Ave,28801,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:159945'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,79960,,,E,VW CHARGER,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.0725166,-79.4920554,Burlington,MAIN PARKING; -,,NC,660 Huffman Mill Rd,27215,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:162247'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,80020,,,E,616,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.7930757,-78.6619258,Raleigh,THE VILLAGE,,NC,616 Oberlin Rd,27605,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:161231'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,80023,,,E,DEVON FOUR25,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.7863581,-78.6498506,Raleigh,DEVON FOUR25; -,,NC,425 N Boylan Ave,27603,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:131775'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,80109,,,E,HARRIS TEETER,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.1609571,-80.9734792,Charlotte,HT 003; Located near the front by the pharmacy ,,NC,4821 Berwick Town Center Dr,28278,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:162375'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,80187,,,E,DUKEPTS,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.9961001,-78.9473998,Durham,"EV 1; 3rd Floor Science Drive Garage
EV 2; 4th Floor Science Drive Garage
EV 3; 5th Floor Science Drive Garage
EV 4; 2nd Floor Science Drive Garage
EV 5; 7th Floor Science Drive Garage
EV 6; 6th Floor Science Drive Garage",,NC,302 Science Drive Science Drive Garage,27708,US,['J1772'],,,12.0,ChargePoint Network,http://www.chargepoint.com/,,$0.75 per hour,,"{'posts': ['1:148991', '1:150055', '1:150389', '1:150397', '1:150405', '1:155167'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,80188,,,E,DUKEPTS,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.9962676,-78.9472186,Durham,EV 7; 1st Floor Science Drive Garage,,NC,Thomas Center Dr Science Drive Garage,27708,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$0.75 per hour,,"{'posts': ['1:149261'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,80325,,,E,LANTOWER WAVERL,888-758-4389,2020-01-27T10:14:46Z,,200-8,35.0506418,-80.7660689,Charlotte,SW EV2; For Residence Only,,NC,11809 Providence Rd,28277,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:149163'], 'ports': ['1', '2']}",
public,24 hours daily; employee chargers available to public after 5pm or by appointment,,,2019-12-12,,ELEC,Public,80421,2016-12-15,P,E,New Belgium Brewery,828-333-6900,2020-01-21T18:34:38Z,BREWERY_DISTILLERY_WINERY,200-9,35.586702,-82.570643,Asheville,"Two chargers located by the Tasting Room, four chargers located by the employee parking lot",,NC,21 Craven St,28806,US,['J1772'],,,6.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,81000,2017-01-01,P,E,Ingles Market,828-665-0787,2020-01-21T18:34:38Z,GROCERY,GPS,35.530128,-82.606464,Asheville,,,NC,867 Brevard Rd,28806,US,['J1772'],,,4.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,81001,2017-01-01,P,E,Ingles Market,828-456-7599,2020-01-21T18:34:38Z,GROCERY,GPS,35.504331,-82.987681,Waynesville,,,NC,201 Barber Blvd,28786,US,['J1772'],,,4.0,Non-Networked,,,Free,,,
public,Store business hours; for customer use only,,,2019-05-09,,ELEC,Public,81084,2016-05-11,P,E,Publix #1475,336-724-3707,2020-01-23T19:34:33Z,GROCERY,GPS,36.095707,-80.27617,Winston-Salem,Located in the back right hand corner in parking garage,,NC,34 Miller St,27104,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,81493,,,E,LENOIR CHARGE,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.9129122,-81.540631,Lenoir,LENOIR; Parking Lot,,NC,107 Boundary St SW,28645,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:182365'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,81753,,,E,DOWNTOWN WILSON,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.7279906,-77.9120191,Wilson,"CUSTOMER SERV; City of Wilson Customer Service lot, behind the building.  Enter from Green St. or Nash St.",,NC,207 Green St NE,27893,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:168177'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,81754,,,E,DOWNTOWN WILSON,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.7244287,-77.9127084,Wilson,CENTER BRICK; Enter from Tarboro or Goldsboro Streets - Lot near Whirligig Park,,NC,207 Tarboro St W,27893,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:168173'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,81755,,,E,DOWNTOWN WILSON,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.7237721,-77.907757,Wilson,AMTRAK; Amtrak lot across from train station. Enter Lodge Street from Nash Street.,,NC,113 Lodge St E,27893,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:168089'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,81756,,,E,DOWNTOWN WILSON,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.7249616,-77.9089326,Wilson,POLICE LOT; In the police lot at the back of the town hall lot.  Enter from Green Street or Douglas Street,,NC,212 Green St E,27893,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:167905'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,81839,,,E,DUKEPTS,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.0070201,-78.9412623,Durham,RDG1,,NC,304 Research Dr,27710,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$0.75 per hour,,"{'posts': ['1:162193'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,82088,,,E,VISITOR CENTER,888-758-4389,2020-01-27T10:14:46Z,,GPS,34.8835144,-79.6999202,Hamlet,HAMLET NC 1; Across from the Hamlet Depot in the Visitor’s Center Parking Lot beside the Tornado Building,,NC,7 McDonald Ave Visitors Center Parking Lot,28345,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:182243'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,82089,,,E,VISITOR CENTER,888-758-4389,2020-01-27T10:14:46Z,,GPS,34.8834264,-79.6999524,Hamlet,HAMLET NC 2; Across from the Hamlet Depot in the Visitor’s Center Parking Lot beside the Tornado Building,,NC,2 West Main Street Visitors Center Parking Lot,28345,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:182237'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,82104,,,E,INTOWN SUITES,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.3719738,-80.709108,Concord,CONCORD; -,,NC,7870 Commons Park Cir NW,28027,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $2.5 per additional hour",,"{'posts': ['1:180921'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,82191,,,E,GASTONIA,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.2521075,-81.157763,Gastonia,1555 E GARRISON; -,,NC,1555 E Garrison Blvd,28054,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:180563'], 'ports': ['1', '2']}",
public,24 hours daily,,,2019-10-04,,ELEC,Public,82222,2017-04-01,P,E,Maggie Valley - Town Hall,828-926-0866,2020-01-21T18:34:38Z,MUNI_GOV,GPS,35.517156,-83.09442,Maggie Valley,,,NC,3987 Soco Rd,28751,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,82284,,,E,STATE PARKING,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.7815102,-78.6411604,Raleigh,GREEN SQUARE; -,,NC,120 W Edenton St,27603,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$1 per hour,,"{'posts': ['1:182223'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,82285,,,E,STATE PARKING,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.7825234,-78.6410106,Raleigh,113 W. JONES ST; -,,NC,121 W Jones St,27601,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$1 per hour,,"{'posts': ['1:182199'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,82487,,,E,DEP GRANT,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.530169,-78.3284104,Smithfield,SRAC; SRAC Parking Lot,,NC,750 E Booker Dairy Rd SRAC,27577,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$1 per hour,,"{'posts': ['1:182643'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,82492,,,E,DEP GRANT,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.5160824,-78.3343142,Smithfield,JOHNSTON MED CT; Rear parking lot,,NC,Turner Dr Johnston Med. Ctr,27577,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,$1 per hour,,"{'posts': ['1:168175'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,82513,,,E,SANFORDEVHORNER,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.4793917,-79.1798421,Sanford,151 S HORNER 01,,NC,151 S Horner Blvd,27330,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:183119'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,82514,,,E,FARMERS MARKET,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.7433633,-81.5645214,Valdese,TOWN OF VALDESE; Near cashpoints ATM,,NC,200 Janavel Ave SW,28690,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:182795'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,82568,,,E,SEC EVC,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.0577802,-79.8265585,Greensboro,COLISEUM 1; Near Front entrance of special events facility 30 yards west of the ramp.,,NC,1921 W Gate City Blvd,27403,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:182269'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,82601,,,E,PIEDMONT EMC,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.0455465,-79.0807055,Hillsborough,PEMC; PEMC Visitor Parking Lot,,NC,2500 NC-86 PEMC Visitor Lot,27278,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:183131'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,82603,,,E,MUNICIPAL LOT,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.7978147,-81.4303388,Granite Falls,GRANITE FALLS; Parking Lot next to Police Dept.,,NC,17 State Rd 1107,28630,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:182015'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,82696,,,E,DEP GRANT,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.5018404,-78.3307037,Smithfield,JOHNSTON CC,,NC,245 College Rd Johnston Community College,27577,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$1 per hour,,"{'posts': ['1:182633'], 'ports': ['1', '2']}",
